timestamp,temperature
00:00:00,21.85
00:00:01,21.85
00:00:02,21.85
00:00:03,21.85
00:00:04,21.76
00:00:05,21.85
00:00:06,21.85
00:00:07,21.85
00:00:08,21.85
00:00:09,21.85
00:00:10,21.85
00:00:11,21.85
00:00:12,21.85
00:00:13,21.85
00:00:14,21.85
00:00:15,21.85
00:00:16,21.85
00:00:17,21.85
00:00:18,21.85
00:00:19,21.85
00:00:20,21.85
00:00:21,21.85
00:00:22,21.85
00:00:23,21.85
00:00:24,21.76
00:00:25,21.76
00:00:26,21.76
00:00:27,21.76
00:00:28,21.76
00:00:29,21.76
00:00:30,21.76
00:00:31,21.76
00:00:32,21.76
00:00:33,21.68
00:00:34,21.68
00:00:35,21.68
00:00:36,21.68
00:00:37,21.60
00:00:38,21.60
00:00:39,21.60
00:00:40,21.60
00:00:41,21.60
00:00:42,21.60
00:00:43,21.51
00:00:44,21.51
00:00:45,21.51
00:00:46,21.60
00:00:47,21.60
00:00:48,21.60
00:00:49,21.60
00:00:50,21.60
00:00:51,21.60
00:00:52,21.60
00:00:53,21.60
00:00:54,21.60
00:00:55,21.60
00:00:56,21.60
00:00:57,21.60
00:00:58,21.60
00:00:59,21.60
00:01:00,21.51
00:01:01,21.51
00:01:02,21.60
00:01:03,21.51
00:01:04,21.51
00:01:05,21.51
00:01:06,21.51
00:01:07,21.51
00:01:08,21.51
00:01:09,21.43
00:01:10,21.43
00:01:11,21.43
00:01:12,21.43
00:01:13,21.43
00:01:14,21.43
00:01:15,21.43
00:01:16,21.43
00:01:17,21.35
00:01:18,21.43
00:01:19,21.43
00:01:20,21.43
00:01:21,21.43
00:01:22,21.43
00:01:23,21.43
00:01:24,21.43
00:01:25,21.43
00:01:26,21.43
00:01:27,21.43
00:01:28,21.43
00:01:29,21.43
00:01:30,21.43
00:01:31,21.51
00:01:32,21.43
00:01:33,21.51
00:01:34,21.43
00:01:35,21.43
00:01:36,21.43
00:01:37,21.43
00:01:38,21.43
00:01:39,21.43
00:01:40,21.43
00:01:41,21.43
00:01:42,21.43
00:01:43,21.35
00:01:44,21.35
00:01:45,21.43
00:01:46,21.43
00:01:47,21.35
00:01:48,21.43
00:01:49,21.43
00:01:50,21.43
00:01:51,21.43
00:01:52,21.43
00:01:53,21.43
00:01:54,21.43
00:01:55,21.51
00:01:56,21.51
00:01:57,21.51
00:01:58,21.51
00:01:59,21.43
00:02:00,21.43
00:02:01,21.43
00:02:02,21.43
00:02:03,21.43
00:02:04,21.43
00:02:05,21.43
00:02:06,21.43
00:02:07,21.43
00:02:08,21.43
00:02:09,21.43
00:02:10,21.43
00:02:11,21.43
00:02:12,21.43
00:02:13,21.43
00:02:14,21.43
00:02:15,21.43
00:02:16,21.43
00:02:17,21.51
00:02:18,21.43
00:02:19,21.51
00:02:20,21.43
00:02:21,21.51
00:02:22,21.51
00:02:23,21.51
00:02:24,21.51
00:02:25,21.51
00:02:26,21.51
00:02:27,21.43
00:02:28,21.43
00:02:29,21.43
00:02:30,21.43
00:02:31,21.43
00:02:32,21.43
00:02:33,21.43
00:02:34,21.43
00:02:35,21.43
00:02:36,21.43
00:02:37,21.43
00:02:38,21.43
00:02:39,21.43
00:02:40,21.43
00:02:41,21.43
00:02:42,21.43
00:02:43,21.43
00:02:44,21.43
00:02:45,21.43
00:02:46,21.43
00:02:47,21.43
00:02:48,21.43
00:02:49,21.43
00:02:50,21.43
00:02:51,21.43
00:02:52,21.43
00:02:53,21.43
00:02:54,21.43
00:02:55,21.43
00:02:56,21.43
00:02:57,21.43
00:02:58,21.43
00:02:59,21.43
00:03:00,21.43
00:03:01,21.43
00:03:02,21.43
00:03:03,21.43
00:03:04,21.43
00:03:05,21.43
00:03:06,21.43
00:03:07,21.43
00:03:08,21.43
00:03:09,21.43
00:03:10,21.43
00:03:11,21.43
00:03:12,21.43
00:03:13,21.43
00:03:14,21.43
00:03:15,21.43
00:03:16,21.35
00:03:17,21.43
00:03:18,21.43
00:03:19,21.43
00:03:20,21.43
00:03:21,21.35
00:03:22,21.43
00:03:23,21.43
00:03:24,21.43
00:03:25,21.43
00:03:26,21.43
00:03:27,21.43
00:03:28,21.43
00:03:29,21.43
00:03:30,21.43
00:03:31,21.43
00:03:32,21.43
00:03:33,21.43
00:03:34,21.43
00:03:35,21.43
00:03:36,21.43
00:03:37,21.43
00:03:38,21.43
00:03:39,21.43
00:03:40,21.43
00:03:41,21.43
00:03:42,21.43
00:03:43,21.43
00:03:44,21.43
00:03:45,21.43
00:03:46,21.43
00:03:47,21.43
00:03:48,21.43
00:03:49,21.43
00:03:50,21.43
00:03:51,21.51
00:03:52,21.51
00:03:53,21.51
00:03:54,21.51
00:03:55,21.51
00:03:56,21.51
00:03:57,21.51
00:03:58,21.51
00:03:59,21.43
00:04:00,21.51
00:04:01,21.51
00:04:02,21.43
00:04:03,21.43
00:04:04,21.43
00:04:05,21.43
00:04:06,21.43
00:04:07,21.43
00:04:08,21.43
00:04:09,21.43
00:04:10,21.43
00:04:11,21.43
00:04:12,21.35
00:04:13,21.35
00:04:14,21.35
00:04:15,21.35
00:04:16,21.35
00:04:17,21.35
00:04:18,21.35
00:04:19,21.35
00:04:20,21.35
00:04:21,21.35
00:04:22,21.35
00:04:23,21.35
00:04:24,21.35
00:04:25,21.35
00:04:26,21.35
00:04:27,21.35
00:04:28,21.35
00:04:29,21.35
00:04:30,21.35
00:04:31,21.35
00:04:32,21.35
00:04:33,21.35
00:04:34,21.35
00:04:35,21.35
00:04:36,21.35
00:04:37,21.35
00:04:38,21.35
00:04:39,21.35
00:04:40,21.35
00:04:41,21.35
00:04:42,21.35
00:04:43,21.35
00:04:44,21.43
00:04:45,21.35
00:04:46,21.35
00:04:47,21.43
00:04:48,21.35
00:04:49,21.35
00:04:50,21.35
00:04:51,21.35
00:04:52,21.35
00:04:53,21.35
00:04:54,21.35
00:04:55,21.35
00:04:56,21.35
00:04:57,21.43
00:04:58,21.35
00:04:59,21.35
00:05:00,21.35
00:05:01,21.35
00:05:02,21.35
00:05:03,21.35
00:05:04,21.43
00:05:05,21.43
00:05:06,21.43
00:05:07,21.35
00:05:08,21.35
00:05:09,21.35
00:05:10,21.43
00:05:11,21.43
00:05:12,21.43
00:05:13,21.43
00:05:14,21.43
00:05:15,21.43
00:05:16,21.43
00:05:17,21.43
00:05:18,21.43
00:05:19,21.43
00:05:20,21.43
00:05:21,21.43
00:05:22,21.43
00:05:23,21.43
00:05:24,21.43
00:05:25,21.43
00:05:26,21.43
00:05:27,21.43
00:05:28,21.51
00:05:29,21.43
00:05:30,21.51
00:05:31,21.51
00:05:32,21.43
00:05:33,21.43
00:05:34,21.51
00:05:35,21.51
00:05:36,21.51
00:05:37,21.51
00:05:38,21.51
00:05:39,21.43
00:05:40,21.51
00:05:41,21.51
00:05:42,21.51
00:05:43,21.51
00:05:44,21.51
00:05:45,21.51
00:05:46,21.51
