timestamp,raw,peso
2025-10-21 14:00:26,83536.5,400.27
2025-10-21 14:00:28,83618.0,400.18
2025-10-21 14:00:29,83566.0,400.14
2025-10-21 14:00:30,83551.0,400.09
2025-10-21 14:00:31,83545.5,400.28
2025-10-21 14:00:32,83589.5,400.22
2025-10-21 14:00:34,83506.5,400.1
2025-10-21 14:00:35,83555.0,400.18
2025-10-21 14:00:36,83533.5,400.3
2025-10-21 14:00:37,83582.0,400.14
2025-10-21 14:00:38,83598.5,400.31
2025-10-21 14:00:39,83568.5,400.03
2025-10-21 14:00:41,83579.0,400.08
2025-10-21 14:00:42,83554.5,400.14
2025-10-21 14:00:43,83532.0,400.14
2025-10-21 14:00:44,83627.5,400.19
2025-10-21 14:00:45,83526.0,400.08
2025-10-21 14:00:46,83596.0,400.09
2025-10-21 14:00:48,83523.0,400.08
2025-10-21 14:00:49,83530.0,400.19
