timestamp,raw,peso
2025-10-21 10:30:43,20893.5,99.9
2025-10-21 10:30:46,20840.0,100.02
2025-10-21 10:30:47,20893.0,99.95
2025-10-21 10:30:48,20835.0,99.93
2025-10-21 10:30:49,20868.5,99.9
2025-10-21 10:30:50,20804.0,99.94
2025-10-21 10:30:52,20860.0,99.94
2025-10-21 10:30:53,20838.5,99.94
2025-10-21 10:30:54,20856.0,100.06
2025-10-21 10:30:55,20833.5,99.94
2025-10-21 10:30:56,20892.0,99.87
2025-10-21 10:30:57,20873.5,99.9
2025-10-21 10:30:58,20831.0,99.95
2025-10-21 10:31:00,20908.5,99.96
2025-10-21 10:31:01,20822.0,99.96
2025-10-21 10:31:02,20883.5,99.94
2025-10-21 10:31:03,20830.0,99.9
2025-10-21 10:31:04,20866.0,99.98
2025-10-21 10:31:05,20812.5,99.88
2025-10-21 10:31:07,20862.0,100.03
