timestamp,raw,peso
2025-10-21 10:22:58,62693.0,300.37
2025-10-21 10:22:59,62668.5,300.22
2025-10-21 10:23:00,62679.0,300.35
2025-10-21 10:23:01,62738.0,300.3
2025-10-21 10:23:02,62711.0,300.27
2025-10-21 10:23:03,62693.5,300.29
2025-10-21 10:23:05,62737.0,300.23
2025-10-21 10:23:06,62662.5,300.27
2025-10-21 10:23:07,62687.0,300.24
2025-10-21 10:23:08,62648.5,300.27
2025-10-21 10:23:09,62698.5,300.32
2025-10-21 10:23:10,62684.5,300.18
2025-10-21 10:23:12,62684.5,300.31
2025-10-21 10:23:13,62707.0,300.17
2025-10-21 10:23:14,62668.5,300.19
2025-10-21 10:23:15,62699.0,300.19
2025-10-21 10:23:16,62712.0,300.22
2025-10-21 10:23:17,62695.0,300.26
2025-10-21 10:23:18,62702.5,300.17
2025-10-21 10:23:20,62661.0,300.16
