timestamp,raw,peso
2025-10-21 10:27:48,20901.0,99.99
2025-10-21 10:27:50,20916.0,100.14
2025-10-21 10:27:51,20885.0,100.02
2025-10-21 10:27:53,20919.0,100.07
2025-10-21 10:27:54,20868.0,99.98
2025-10-21 10:27:55,20916.0,100.06
2025-10-21 10:27:56,20952.5,100.04
2025-10-21 10:27:57,20936.0,100.08
2025-10-21 10:27:58,20930.5,100.17
2025-10-21 10:28:00,20896.0,100.13
2025-10-21 10:28:01,20928.0,100.15
2025-10-21 10:28:02,20868.5,100.19
2025-10-21 10:28:03,20917.5,100.11
2025-10-21 10:28:04,20937.0,100.02
2025-10-21 10:28:05,20929.0,100.12
2025-10-21 10:28:07,20937.0,100.13
2025-10-21 10:28:08,20941.5,100.06
2025-10-21 10:28:09,20937.5,100.03
2025-10-21 10:28:10,20940.0,100.04
2025-10-21 10:28:11,20920.5,100.04
