timestamp,raw,peso
2025-10-21 10:24:52,62597.0,299.93
2025-10-21 10:24:54,62644.5,300.01
2025-10-21 10:24:55,62637.0,299.97
2025-10-21 10:24:57,62648.5,300.02
2025-10-21 10:24:58,62665.0,300.05
2025-10-21 10:24:59,62658.0,300.05
2025-10-21 10:25:00,62622.5,299.95
2025-10-21 10:25:01,62631.0,300.0
2025-10-21 10:25:02,62618.5,300.09
2025-10-21 10:25:04,62678.0,300.05
2025-10-21 10:25:05,62622.5,299.98
2025-10-21 10:25:06,62640.0,300.02
2025-10-21 10:25:07,62606.5,299.98
2025-10-21 10:25:08,62648.0,300.08
2025-10-21 10:25:09,62635.5,300.0
2025-10-21 10:25:11,62622.0,300.09
2025-10-21 10:25:12,62694.0,300.09
2025-10-21 10:25:13,62657.5,300.03
2025-10-21 10:25:14,62686.5,300.06
2025-10-21 10:25:15,62684.5,300.09
