timestamp,raw,peso
2025-10-21 14:01:01,187997.5,900.0
2025-10-21 14:01:04,187961.5,900.13
2025-10-21 14:01:05,187998.5,900.02
2025-10-21 14:01:06,187936.5,900.08
2025-10-21 14:01:07,187950.0,900.23
2025-10-21 14:01:08,187956.5,900.15
2025-10-21 14:01:09,187941.0,899.93
2025-10-21 14:01:11,187931.0,900.17
2025-10-21 14:01:12,187915.0,899.84
2025-10-21 14:01:13,187948.5,899.99
2025-10-21 14:01:14,187968.5,900.09
2025-10-21 14:01:15,187978.5,900.01
2025-10-21 14:01:16,187954.5,900.09
2025-10-21 14:01:18,187977.0,899.93
2025-10-21 14:01:19,187895.5,900.07
2025-10-21 14:01:20,187963.5,900.0
2025-10-21 14:01:21,187953.5,900.02
2025-10-21 14:01:22,187935.0,899.94
2025-10-21 14:01:23,187876.5,900.02
2025-10-21 14:01:25,187968.0,899.83
