timestamp,raw,peso
2025-10-21 13:46:07,188038.5,900.75
2025-10-21 13:46:09,188098.5,900.67
2025-10-21 13:46:10,188040.5,900.53
2025-10-21 13:46:11,188121.0,900.49
2025-10-21 13:46:12,188088.0,900.66
2025-10-21 13:46:14,188036.0,900.6
2025-10-21 13:46:15,188129.0,900.62
2025-10-21 13:46:16,188128.0,900.61
2025-10-21 13:46:17,188065.0,900.61
2025-10-21 13:46:18,188028.5,900.73
2025-10-21 13:46:19,188069.5,900.66
2025-10-21 13:46:21,188054.0,900.63
2025-10-21 13:46:22,188076.0,900.65
2025-10-21 13:46:23,188066.5,900.52
2025-10-21 13:46:24,188093.5,900.69
2025-10-21 13:46:25,188097.5,900.67
2025-10-21 13:46:26,188110.5,900.71
2025-10-21 13:46:28,188102.0,900.63
2025-10-21 13:46:29,188046.0,900.55
2025-10-21 13:46:30,188062.5,900.64
