timestamp,raw,peso
2025-10-22 13:35:05,83583.0,400.0
2025-10-22 13:35:07,83569.0,400.03
2025-10-22 13:35:08,83560.0,400.1
2025-10-22 13:35:09,83550.0,400.04
2025-10-22 13:35:11,83566.0,400.09
2025-10-22 13:35:12,83558.0,400.0
2025-10-22 13:35:13,83549.5,400.02
2025-10-22 13:35:14,83533.5,400.09
2025-10-22 13:35:15,83580.0,400.07
2025-10-22 13:35:16,83592.0,400.1
2025-10-22 13:35:18,83611.0,400.02
2025-10-22 13:35:19,83514.5,400.02
2025-10-22 13:35:20,83630.0,400.06
2025-10-22 13:35:21,83586.5,400.02
2025-10-22 13:35:22,83591.0,400.08
2025-10-22 13:35:23,83571.5,400.05
2025-10-22 13:35:25,83572.0,400.05
2025-10-22 13:35:26,83566.0,400.17
2025-10-22 13:35:27,83581.5,400.09
2025-10-22 13:35:28,83585.0,400.14
