timestamp,raw,peso
2025-10-21 13:57:19,188276.5,901.12
2025-10-21 13:57:21,188287.0,901.13
2025-10-21 13:57:22,188338.0,901.2
2025-10-21 13:57:24,188263.0,901.33
2025-10-21 13:57:25,188234.5,901.24
2025-10-21 13:57:26,188254.5,901.21
2025-10-21 13:57:27,188295.5,901.25
2025-10-21 13:57:28,188202.5,901.26
2025-10-21 13:57:29,188296.5,901.23
2025-10-21 13:57:31,188234.5,901.22
2025-10-21 13:57:32,188209.0,901.25
2025-10-21 13:57:33,188252.5,901.39
2025-10-21 13:57:34,188298.0,901.12
2025-10-21 13:57:35,188337.5,901.19
2025-10-21 13:57:36,188296.0,901.2
2025-10-21 13:57:37,188269.0,901.3
2025-10-21 13:57:39,188268.5,901.24
2025-10-21 13:57:40,188291.0,901.26
2025-10-21 13:57:41,188258.0,901.26
2025-10-21 13:57:42,188263.0,901.24
