timestamp,raw,peso
2025-10-22 13:42:00,167092.5,800.2
2025-10-22 13:42:03,167143.5,800.25
2025-10-22 13:42:04,167121.5,800.22
2025-10-22 13:42:05,167108.0,800.18
2025-10-22 13:42:06,167130.0,800.31
2025-10-22 13:42:07,167114.5,800.21
2025-10-22 13:42:08,167111.5,800.26
2025-10-22 13:42:10,167136.5,800.18
2025-10-22 13:42:11,167138.0,800.23
2025-10-22 13:42:12,167143.0,800.27
2025-10-22 13:42:13,167126.0,800.26
2025-10-22 13:42:14,167153.0,800.25
2025-10-22 13:42:15,167123.0,800.3
2025-10-22 13:42:17,167124.5,800.25
2025-10-22 13:42:18,167133.5,800.28
2025-10-22 13:42:19,167118.0,800.18
2025-10-22 13:42:20,167091.0,800.19
2025-10-22 13:42:21,167137.5,800.1
2025-10-22 13:42:22,167122.5,800.21
2025-10-22 13:42:24,167141.0,800.31
