timestamp,raw,peso
2025-10-22 13:35:57,167125.5,800.07
2025-10-22 13:35:59,167143.5,800.18
2025-10-22 13:36:00,167167.0,800.2
2025-10-22 13:36:02,167192.0,800.26
2025-10-22 13:36:03,167148.5,800.2
2025-10-22 13:36:04,167176.5,800.07
2025-10-22 13:36:05,167166.5,800.3
2025-10-22 13:36:06,167168.5,800.08
2025-10-22 13:36:07,167155.0,800.27
2025-10-22 13:36:09,167234.0,800.3
2025-10-22 13:36:10,167173.5,800.25
2025-10-22 13:36:11,167129.5,800.27
2025-10-22 13:36:12,167197.0,800.18
2025-10-22 13:36:13,167181.5,800.31
2025-10-22 13:36:14,167164.0,800.24
2025-10-22 13:36:15,167161.5,800.21
2025-10-22 13:36:17,167139.5,800.17
2025-10-22 13:36:18,167165.0,800.23
2025-10-22 13:36:19,167179.0,800.25
2025-10-22 13:36:20,167193.0,800.13
