timestamp,raw,peso
2025-10-22 13:38:05,83547.0,400.05
2025-10-22 13:38:07,83551.5,400.07
2025-10-22 13:38:09,83557.0,400.06
2025-10-22 13:38:10,83535.5,400.06
2025-10-22 13:38:11,83536.5,400.06
2025-10-22 13:38:12,83586.5,400.19
2025-10-22 13:38:13,83523.0,400.21
2025-10-22 13:38:14,83543.5,400.1
2025-10-22 13:38:15,83549.0,400.11
2025-10-22 13:38:17,83566.0,400.07
2025-10-22 13:38:18,83575.0,400.1
2025-10-22 13:38:19,83535.0,400.11
2025-10-22 13:38:20,83533.0,400.14
2025-10-22 13:38:21,83575.0,400.15
2025-10-22 13:38:22,83544.5,400.13
2025-10-22 13:38:24,83487.0,400.11
2025-10-22 13:38:25,83586.5,400.24
2025-10-22 13:38:26,83595.5,400.1
2025-10-22 13:38:27,83536.0,400.05
2025-10-22 13:38:28,83545.0,400.11
