timestamp,raw,peso
2025-10-22 13:41:15,83593.0,400.2
2025-10-22 13:41:17,83594.5,400.17
2025-10-22 13:41:19,83609.5,400.27
2025-10-22 13:41:20,83595.5,400.27
2025-10-22 13:41:21,83540.0,400.19
2025-10-22 13:41:22,83578.5,400.22
2025-10-22 13:41:23,83566.0,400.17
2025-10-22 13:41:24,83576.0,400.28
2025-10-22 13:41:26,83590.0,400.19
2025-10-22 13:41:27,83545.0,400.17
2025-10-22 13:41:28,83581.0,400.2
2025-10-22 13:41:29,83614.5,400.2
2025-10-22 13:41:30,83575.5,400.09
2025-10-22 13:41:31,83564.0,400.19
2025-10-22 13:41:33,83579.5,400.24
2025-10-22 13:41:34,83616.5,400.15
2025-10-22 13:41:35,83561.5,400.17
2025-10-22 13:41:36,83560.5,400.15
2025-10-22 13:41:37,83560.5,400.27
2025-10-22 13:41:38,83582.5,400.12
